username,comment,likes
bimapratibhawilasa,fakultas hukum loh🗿,0
junas.tan.pulau,mana BEM UI mingkem,0
natasyabella.sava,KOK GA DI DO SI?,0
user5771887971813,dia knpa,0
anak_mda,"tadi malam liat live sidang nya , jawaban pelaku TEMPLATE SEMUA .",0
mimirrr19,Usutttttt tuntasssssss,0
zheary_n,lagi??..,0
bluredivy,FH UI kalau ga sampe DO berarti perlu di pertanyakan kredibilitasnya,0
member_ultramen,@raaa,0
rajadshop,UI ? waduh....yg danau aja ga kelar malah bikin masalah lg...,0
liabuttrfly,yahdeh UI lagi ☹️,0
rsthsnl,fakultas hukum. bold that.,0
.15.f,up,0
smoothieonloop,@Jadi Gini Le hati hati pilih circle nanti😭,0
wahyusuryawan81,ini bukti adab hrs lbh tinggi dr ilmu,0
flzskyaa_,"bjir FAKULTAS HUKUM UI coo, sekelas UI njir",0
apiw_aj,kampus ternama juga gk menjamin keamanan,0
biscoffcoffe1,ini jg prnh trjdi pas d sma mana yg gtu cowo kelas,0
coffeeeffoc,up,0
zovelux,"sbnrnya hampir smua univ kya gt, tp emg mungkin yg ke up baru ini",0
raaa291101,ui loh...,0
tantintunayeayy,FAKULTAS HUKUM LOH,0
gxsukadurian,oh ya harus… bener ga @mas_al.04,0
elgamal1101,bem ui kok ga koar koar,0
princkei,wah gila,0
trii4070,"bjir,sekelas ui😭??punya kasus juga",0
_cherlynnn,"jujur univ"" tinggi tu psti ada aja mahasiswa yang punya power jd kaya berani aja gitu ngelakuin itu, ga semua univ dan ga semua mahasiswa tp ada",0
dndghost77,"karna chat doang sampe segini
jan sampe dah chat grup gua kesebar 😂",0
mylife.2k20,🔥🔥🔥,0
chika.putryy,☹️💔,0
penyaaaw_,[Sticker] ,0
havefan_2nd,yang gw heran mereka di F H loh,0
wanscraft,"merinding, jijik",0
a.cup.of.teaa,gilaaa,0
wwwkbdge,Miris,0
kikonnichiwa,Ihhh ngerinyee,0
mstoree20,fakultas hukum loh guys kocak bett 🤣,0
d1aaa.n,"sbnrnya bnyk guys kampus-kampus lain kaya gini jg, yg ke publish baru UI aja ini",0
incigniot,Kampus no 1 katanya di Indo malah gini 😂,0
km_gpp_pi26,sekalii lagi HUKUMM GYSSS HUKUMMM,0
b4408rh,ui ui ui ui 🚑,0
cenoniamedina,Jiji bgt,0
hanyamanusiabiasa_zz,😜😜😜,0
stvrlightt916,Gua kira kampus ui tuh kampus elit. Taunya sm aja jirr,0
aicyap4,@Dewangg liat,0
syalaladubidamm,setuju. 🙂‍↕️,0
riwanton.siregar_s.e_s.h,pasti banyak yang akan terseret.. selidiki kasusnya..,0
dardare4,"ngeri banget euyy,kalo dia Ampe lulus..trs kerja di sektor hukum..takutnya hukum dipermainkan oleh para pelaku 😳",0
thunder_hunters0,memalukan universitas hukum!,0
haisa973,nah ternyata ada kasus juga kampus itu...kemarin² komen di kampus lain menjelik kan,0
x00re,full nya disaya 🙏,0
kimnaaa15,"kayanya bukan kali ini saja, psti sblmnya ada juga cmn ga ke publish aja 😳",0
mikewazo.wski,ironis!!!!,0
jasdito,Nangka ga kalian,0
grealish06,[Sticker] ,0
luizenn_,hari hari berita dari UI kenapa sih ini univ dari dulu ada aja kelakuan,0
stobelipait,UP,0
onkladawifi,astaghfirulloh UI,0
imagnolia.ane,kurang kurangin deh echa,0
gputt,ternyata kuliah ga menjamin akhlak seseorangan ya🙏🏻,0
fita8513,"malu""in ui",0
mrmrsgaring_,ahahaha DO? hukuman DO? keknya ngga deh,0
mixuee42,Univ UI??? Skip kuliah disana bahaya,0
kailufsy,bukti kalau adab harus berada diatas ilmu,0
zallskyy01,[Sticker] b-bang?,0
solorient.douvier,[Sticker] ,0
zrlydwitaa,@leo🦁 @ر,0
plkjyrdgywqd,@chaostude,0
tidakadanama_255,sekelas UI anak hukum lg,0
zivahaffazzha,ga malu ya... pdhl hukum...,0
srihanda456,@Mr.Hppns,0
asyifa29911,@aley @pq' @𝗻ò𝗽𝗵𝘆𝘆 @loui,0
tamtam33331,"Calon lawyer indonesia .. anjir mengerikan cuyy ,,",0
yesha09100,@🌸Lill_thv,0
amndrunk,@user2300455889800,0
nyyaaia,heran yg nyalahin univ nya pdhal sifat manusia itu bkn diukur dri dimana dia kuliah,0
annisaaawhn,@deayaea,0
gittrian,10 TAHUN KEMUDIAN BERLALU : TIBA² MAHASISWA YANG KENA SKANDAL/KASUS INI JADI PEJABAT NEGARA 😭,0
rafaelllc,"yahh, dengan ada nya kasus ini makin di larang nih kalo gw mau masuk fh",0
oscarwasis5,[Sticker] ,0
ketikdoank,oh ini kasusnya. Fakultas Hukum kayak begini generasi pakar hukum🤔🤔,0
haznatt_,ui fh tapi plenger,0
kugomuno,Lawak,0
blushfolds,@nisaaaa shock🙂,0
cnnn98,hm ui 😞,0
ur911inhere,"@Tamm ngerii bgt, miriss sayangg🥲",0
bpduguard,UI 😂😂😂,0
yo1kirama,PR UI masih BUANYAKKKKKKKKK😌,0
toris7968,😁😁😁,0
adtyawhyda_,"tergantung ya di do apa ngga,tergantung brp duit nya",0
ufo0i,"teman teman yang lain yang belum ketahuan, semoga cepat sadar, cepat berubah, bahwa apa yang kalian lakukan adalah bentuk daripada pelecehan🙏",0
pinoykioow,insane,0
matt_chaaverss,—𝘯𝘰𝘳𝘢𝘦𝘪𝘪✪,0
iyenafina_,@veyouucity🍜🍤 UI hukum wkwkwk,0
arkoba.3,hasilnya kek Ferry amsari,0
shuyuuuuu1,@saa FH njir,0
musimantv,[Sticker] ,0
sekarepmu341,😳😳😳,0
ratusyy,@% @᥇ⅈ𝕥ꪖ @𝓿𝓪𝓵𝓮𝓷 @syafa,0
dhaafiyah18,Padahal anak hukum,0
zze.vannaa,@je sekelas ui njr,0
_xorainraa,Gilaa gilaa si 😭,0
nisana23nis,makanya masuk PTN harusnya cuma 2 jalur aja snbp dan snbt jadi emang bener bener mahasiswa nya berkualitas ky jaman dulu kan bgt cuma 2 jalur aja kl skrng bnyk bngt jalur nya,0
mydomanic,D.O!!!!,0
bio77865,"uiiii, ui",0
aarenashb,"as a genz, dari awal ga setuju sama yang ngomong ""negara dipimpin genz aja biar bener"", look at these, gada bedanya, belum punya kekuasaan aja begitu 😔",0
itssmedivaa,series thailand yg kmrn kita tonton in real life @.,0
xcrims0n__,our future lawyer guys 💜,0
sehun.99,naidzubillah😭,0
fihaa85,@jejennie huuhh,0
tauruspeoplee_,hukum? mahasiswa hukum? udah mah indonesia begini,0
maolyeah,MAHASISWA FAKULTAS HUKUM UNIVERSITAS INDONESIA…,0
nno_22w,@EL,0
sahaaku93,Rame bgt smlm di sidang pada minta DO,0
properbag,Parah men,0
ndaanrya,"setuju banget, harus ada hukum bagi pelakunya.",0
ninthforee,"sejak 2 hari lalu btw, I really wanna talk abt this to u",0
faza_likevanilla,kok gini 😔😔,0
archonsneznaya,untung belum masuk ke lembaga hukum,0
xporede,@gerindra,0
.skyandsea_____,UI? HUKUM??,0
xtxkkaal,ui gamau kalah sama utm dalam hal kasus😂😂,0
cintamnaura,@puwiiyy🫧🧚🏻‍♀️,0
rakun.biruu,ga heran UI akwoakwo,0
partoruan6,UI dr dlu mah gak heran,0
branden7.27,"yang gua heran, yang gini gini tu banyak dari kampus kampus top 10",0
prettylittlehearteu,wah bisa nih diangkat kasus diskriminasi gender HAM!!!!!,0
boyyee2,selayaknya mahasiswa aja ga sih😭,0
azhariiiiiii_,"aku sbgai alumni ui , miriis..... problem lalu aja blm usai terpecahkan:)",0
siva111193,ADAB LEBIH PENTING DARIPADA BERILMU. SETINGGI-TINGGINYA MENUNTUT ILMU TIADA GUNA BILA DISALAHGUNAKAN UNTUK MERENDAHKAN/MELECEHKAN ORANG LAIN.,0
boqir_,@bro dittt 😬,0
andien915,"ngeri bngt sich skrang sma dunia pndidikan,gk d ini,gk d itu.😏",0
h0oe3r12,gelo sih gelo,0
dunkleseitee,😁😁😁,0
acan6690,"P
grup SMP aman kan",0
keratungpeei,up,0
bot969.0,pantes,0
ngapain.siii,@Pasming Based,0
echteliebee,bahkan sampe ortunya dibahas njir,0
hanifyeuh,PENYAKIT,0
carrageenann,@Pasming Based bikinin JJ nya dong alumni,0
nirnawamtitique,dan masih jdi Top uni number 1 😂 unik sekali ui ini,0
intiirma,Yang tadi malem rame minta maaf bukan sih?,0
yudaa20_,[Sticker] ,0
a161176uthie,UI🤣🤣🤣🤣🤣🤣,0
seomm35,good job beb,0
twuuu_0,🥰🥰🥰,0
mputs215,anjir masih pake LINE😂,0
mujjaahmad_23,kalo ga DO sih parah UI,0
rokofeller24,aduh,0
setyawrdhni,Kak tolong up terus kasus ini biar ga nguap gitu aja,0
bayudharma17,Bem ui mode silent🥰,0
sandex25,"ah, oknum doang itumah, paling dikit.",0
se414244865,pantesan anjirr dari tadi full orang live bahas masalah ini😭😭,0
annanda_putra,Fakta pintar belom tentu beradab 😭,0
meiji7897,[Sticker] ,0
ningroom21,😁😁😁,0
alysxss,@hsnaa,0
puteriratnasari1987,padahal menurut hotman Paris. lulusan hukum skrg banyak yg jadi pengangguran. kok bertingkah ya seolah masa depan pasti cerah,0
irsyddf,[Sticker] ,0
xxxfztf,[Sticker] ui sekarang,0
okyrhrj,banyak banget drama perkuliahan. wkwk.,0
billannr,UI LOH!!!????,0
cinka_cink,@Buni,0
akodeath,makanya ilmu dan adab harus dipelajar bersama,0
mellaniyar,Yg td live yaa,0
iyain.aja859,tyataaaa....😳,0
cimez28,kawal sampai tuntas,0
canddiy,"kasusnya ke up, tapi foto pelaku yg jelas gaada ketutup konten² live",0
syafiraprr,hdeh,0
fluverykiss,ui ini universitas yang dibanggain se indonesia tapi sekalinya ada kasus juga bikin malu se indonesia ya wkwkw,0
pissgorrss,hadeeh,0
another.olv,Td nonton livenya greget bgt,0
askiyahanan,[Sticker] ,0
tiarahtp_,,0
tiarahtp_,,0
lanything__,anjjirrrrrr fhui 😂,0
byelingualbingid,"mana mereka ga cuma melecehkan temen2 mereka doang, dosen pun jadi korban😭😭😭 bikin murka bgt",0
ruwvaa,[Sticker] anjir,0
ardiansyahdani21_,D.O,0
yy1234543,liat live tdi gereget bnget ga transparan bnget cuih,0
kingdomofheavennn,"jadi ke inget ""hukum itu seperti pisau""",0
dkaherdnsyh,wkwkwk UI lagi 😭😭😭,0
_fzryy,pesona” lolos masuk ui karena ordal,0
satriasebastyan_,untung gue dapet merah,0
zealand1930,"awal cuman muncul 2, ehh pas ada yang samper ke atas malah pada bobo cantik yahhh😅",0
rubbyfoxy,that's why pendidikan itu harus dibarengi segala pelajaran tata krama dan moral,0
haefaazhar,Pelaku sisanya ke mana?,0
fo0di3tt_,td join live. nya kak bener' kacauu,0
adv7gcbkc5,percaya GK klo ui itu 10th lbh ada hal yg tersembunyi.tp baru hal ini yg baru kliatan😂,0
user290603_,sekelas ui loh..,0
adlinahafidzh,owh yg live tadih ad muncul,0
aleksxxanderrr,bnyak livenya tdi mayan bisa liat dri tiktok,0
faiiryjim,Dosen juga kena,0
yakult_58,Sekelas FH UI loh,0
asrie.achyt,"😭😭💔💔 Yaa Allah lindungilah anak2ku dr orang2 bejat dan jahat dimanapun mereka berada nnti, Aamiiin Allahumma Aamiinn yaa Allah🤲🏻🤲🏻😭",0
cacamariicaaaaa,,0
atmin_imut12,nih habis nonton livenya,0
s.a.o.r23,@potatochips,0
vousmexouyez,@Helloii oh pantesan aku dulu ga lolos snbp wkwk,0
kendricklamar0377,"nonton tdi live nya, sumpah geram bgt",0
7chillpeachyla,"our pengacara, jaksa, hakim, notaris in the future btw😭😭😭😭",0
bitzofbuzz,bahkan dosennya juga kenaa,0
dhanu.7.7,GUA PAKE H YA ( DHANU ),0
ow.ija,Well said,0
loviaurbii_,ternyata 16 org ges,0
ayshaaaaaaa10,@lily ini dijelasin,0
muhammadikhsan555,🤣,0
bayu.wardana89,"tolong di kawal bang, tadi nonton live nyaa bertele tele hanya minta maaf proses akan terus berjalan",0
user28196712352206,plis D.O jangan luluskan,0
callmekaraaaaa,"Kalo ada korban nya kasian korban nya 🥺, se menyakitkan apa mental mereka ketika di lecehkan , huhu sedih🥺",0
ulleeeekk,kawallll,0
mileks_duarr,"btw itu chat nya lucu,pake appk apa si",0
rrzsnz,@ᥴey 𐙚: ternyata bener yaa pendidikan tidak menentukan pola pikir manusia..,0
whoisv1aa,miris,0
nothingpeople199,itulah mengapa pentingnya iman dalam diri manusia🙂,0
riss_kii6,pantes banyak live,0
bukanojolgabuttt,UI lohh😳,0
its.mecola,kakkk harus liat video yang kakaknya (cewe) malah cabutin itu poster yang ditempel wkwkwkwk,0
nimasari99,"@alsa: dan kalaupun mereka minta maaf, itu bukan karna ngerasa bersalah, tapi nama baik mereka sendiri",0
caacils,"di unpad juga ada grup kaya gini, skrg lg ketar ketir",0
user1061603283550,😭,0
_donigunawan_,"Fakultas HUKUM LOHH, SEKALI LAGI HUKUUMMMMMM 😳😳😳😳",0
fransiscadwirahayunings1,ini yg disebut kampus paling bagus di Indonesia dengan kasusnya,0
xoloverem,"ADA BANYAK ASLINYA, BARU UI YANG KEBONGKAR",0
bignoskyyy,cbul ih cbul,0
madebypinkk,tdi ada yg live,0
keysihombing_,sebenernya beberapa kampus di Indo juga pasti ada gini cuma belum ke up aja hehe #izin 🙏,0
oneofv1e,@upiii🤟,0
chysaoraa,live nya sampe 56k yg nonton. banyak yg marah dan yap mostly minta DO,0
risxyuchiha,gw kira yg live lagi bahas sidang isbat,0
indenpis,lah serahkan ke pihak berwajib dong biar jera,0
wand4aj4,"maksudnya knp tuh yah aku gak tau apa apa,kmrin tu setiap live lewat",0
zii_vallene,"baru aja masuknya live sampai skrg, rame bgt ternyata ini",0
athemizzz,"pendidikan yang seharusnya jadi tempat vital untuk kita mengembangkan pola pikir dan bakat malah jadi tempat pelecehan, semoga kita semua selalu dilindungi oleh allah dari hal-hal gila dan menjijikkan seperti ini.",0
jurjang_,,0
aureliatiwi2,UI,0
carpediemmw,WKWKWK RAME BAT NI DI X,0
agumarumaru,"barusan ada yg ngelive di FHUI, semua korban dan semua pelaku dikumpulin. dan livenya masih berlangsung",0
joeverly703,apa yah cuma gini jing di permasalahin 1 univ,0
alwayskitin,1. ui 2. mahasiswa FH 3. dah gede,0
meirini18,FAKULTAS HUKUM loh,0
mimoymew,banyak ko oknum2 org hukum yg malah jd pelaku karena mungkin ngerasa ngerti hukum ya,0
greenbe.1,Sedih bgt bahkan dosen pun dilecehin di percakapan itu :(,0
dikmaaww,,0
hengky_carllsen,"hrus ada proses dlu jgn asal do do aja,kta dosennya gtu",0
duckyducs,miris jujur,0
zeus.wayar,@Cess,0
es.gabus.jadul,🔥,0
vctoriasceret,eakkk,0
user49522701557240,ada yg livee sidang wkwkw,0
yatiabdulrahman,Sekelas UI 🥶,0
shitreyy,[Sticker] ,0
nataniel.clips,cek clip saya!,0
rezaaditya8059,👍👍👍,0
pengen.tau.hukum,🥰🥰🥰,0
pengen.tau.hukum,😂😂😂,0
moliemin,Sakit njir,0
owenardiansyah,bahkan dosen perempuan aja kena 💔,0
ihhmt_,skrng msih live,0
biji_mel0n,gimana kalau lulus jadi hakim/pengacara apa gak makin ancur konoha,0
zebrapolkadotttt,do coyyy,0
mineenaaz_,njs njs njs,0
delavocn,kalau g di DO aneh bgt sih,0
a_aprlliaa,gelo ihhhh,0
mario.irwansyah,Katanya korban ada dosen juga?,0
toharding76,tapi kenapa kasus chat grup DJ panda gak kenapa kenapa malah yg bocorin chat nya yg bakalan di kasusin,0
ice_bear290601,lgi live tuh klarifikasi FH,0
pillowsjm,@zyalah @lita.sdump @aisyah @zaraa,0
arbethu,😂,0
fakhri.husaini60,anj itu,0
ansalmaaaw,korbannya ada berapa org?,0
altheeeea__,"gayakin sih kalo kasus nya cuman ini doang, pasti banyak pelanggaran lain, cuman ga ke publish aja",0
camilaveyou,"dan FHUI cuma bisa berstatement mengutuk, menolak, melawan KS, yang mana anak kecil aja bisa wkwk funny at all",0
jakiii008,[Sticker] fakultas hukum tapi gak tau hukummm....,0
caprister07,"perkara chat doang di masalahin lebay, kecuali aksi baruu di tindakin",0
inijuaaaaaaa,@dita @sasskia @.dump111 @sorai @aretika 😳,0
rose1114114,"Aku mau tanya dong, aku salah satu korban ks, kekerasan fisik, dan verbal dulu tahun 2022-2023. Waktu itu aku masih takut bersuara tapi swkarang aku sadar harusnya aku up dan aku laporin aku masih punya bukti, ini masih bisa d angkat ga ya kasusnya karena uda lama?",0
renwidianadhil,seperti biasa,0
kylazlydrndrr,@ᥴey 𐙚: ternyata bener yaa pendidikan tidak menentukan pola pikir manusia..,0
patwalnihbos,"dibawah ini ada live nya,16 orang kan?",0
denizainuddin,#DO,0
desperatesushii,Law are cooked💀,0
wahgelasilu,"gak cuma mahasiswi yang kena, dosen juga ada...",0
3ls.coups,@tyrex,0
awaaemmuachh,trnyata uin tdk seburuk itu🗿,0
archadox,bahkan dosennya juga kena,0
thumb2_,@Universitas Indonesia,0
chiwi.chiwii,[Sticker] ui,0
yuu.2606,suram masa depan FH UI,0
ka.i.la7,,0
wandayaa1,"masalahnyaa tuh gini, dia calon orang hukum, dan paham ttg hukum.. makanya pada murkaa",0
ptrzlfaf,kawal sampe di DO,0
bsseasaltfore,grup mantan gua jg gini.,0
vaneeyyaa,"aku juga korban KS sama salah satu mahasiswa kampus ijo jkt, tp pihak kampus nya lama bgt nanggepin nya dari bulan november sampe skrg gaada kejelasan",0
bubblebeep1201,Dri kemarin gw nnton live nya,0
nbilmruf7,ini knp kasus mahasiswa di Indonesia ada aja gebrakannya,0
lisssnaa_,Ngeri banget yaallah,0
anothersiina,@RenimWart,0
dumpsssss19,ui lagi ui mulu,0
ny.momochi_,sumpah menjijik4n banget !!!,0
im_hawani,akhirnya kasus UIN terlupakan,0
nanasihombing,"bagus sih sidang nya, tp ketika didepan sudah memberi aba""tidak menghargai.,ribut nya minta ampunn, bukan adu keras suara sih. ga akan nyelesain mslah.",0
ke3yssss,@icecreammmmm hukum lagi 😅,0
lattee_milkk,malu maluin UI,0
leonhrtd,@paw jir,0
d_as4a,"Cape deh, coba aja bongkar tiap angkatan FH nya,",0
langsupernova,[Sticker] ,0
teluromelett,@geodetic's 👷 ril kah,0
rapikatari,gilaa sihhh,0
hnfleidaa,MIRISSS @12 @b,0
nanaglowskincare_ulujami,Ya ampun malu,0
austin_xavier0,Salam dari UPH,0
bulukaki96,jangan shock dong kaya ga paham aja kiww,0
ststst0_,di,0
namakuika4,Oh ini yg live ituuu,0
xxy_538,@️iki?,0
in_dri.a,yg nyebarin siapa,0
mie_ayam441,ini ya?,0
jovwith.elle,ui mah ga heran,0
ruruaa,baru bangun udah disuguhi kasus aja nih,0
lonnnnli,@ㅤ,0
ucokbewok,pengalihan ga sih,0
whitetytey,"fakultas hukum, buktikan dong masa udh jelas gini ga bsa ngehukum katanya di bidang hukum 😂",0
tempetawho,..... wkwk,0
bayalf778,@univ_indonesia ea klarifikasi dah,0
coffegoodday14,"sok""an demo membela hukum tapi kayak gitu",0
rapeaaaa,ui redflag bgt,0
haifa.fzrmdhn18,padahal itu jurusan impian aku lohhh😔,0
aaabbbbbxxxaaaggg,pantesan sidang nya sampe sekarang,0
camperven,"@sa: yaelah ini banyak banget wkwkkw, yg kedokteran atau teknik dll. ya kebetulan ga ke up aja😞. terus pas di up malah korban yg di salahin",0
.n70865,UI..?,0
mocimolala18,Ko bisa masuk UI ya,0
romanpiecs,simpen dulu ahh WKWKWK,0
nananano934,izin download kak,0
ab0ut_wawaa,UI GACORR WKWKKWK,0
myanotherlayer,"Emang gak semua anak hukum, tapi klo itu anak hukum gue gk kaget 😌",0
jinjiiw_,HUKUM padahallllll,0
kikielisabeth98,@icechocolate,0
sakt1nk,@,0
sakt1nk,😌,0
hsnaadilla,"sebenernya yang kaya gini tuh banya,tapi bedanya yang lain ga ketauan aja",0
forourpagee,[Sticker] woaah gilaa,0
ccxgirll,@ston3ky,0
.panggilsaja_daeng,"bukan cuman d ui di kampus"" lain juga banyak, tp tdk ke up aja😏 percayalah",0
mynamesidoyok,stress,0
aliajadah,ada yg lagi live tuh pas nuntut,0
grimbastard_,noh yg lulus tp problematik jg viralin lah,0
qransya,kualitas UI semakin bobrok jir,0
9yudaisy,kampus ini lagi,0
sarahthv09,maluu maluin ihhh,0
knraaaaaa,UI ANAK HUKUM LAGI YA ALLAHHHH,0
arzrkive_,Universitas Indonesia 😳,0
akunsec34,Syudah terbiasa terjadi tante~~~ 😂,0
sirrbunny,[Sticker] ,0
n0uzooo,klo ga DO parah sih,0
fafasanas,[Sticker] Mereka masuk Hukum untuk Bypass masalah,0
dsadfrh,kasus aksyena aja ga kelar. barang bukti lenyap semua. padahal keluarga aksyena masih cari keadilan. UI OH UI,0
novikautami46,Lg live bg,0
0rionbelt_,ngisinin ih,0
fazzriellll,"[Sticker] semua kampus pasti ada, cuma ga semua ketahuan",0
cynsys._,eeeee sebenernya g kagett kalo ui🙏🙏,0
lateher0__,baru aja nimbrung sidang🙂,0
ccmiluv_,Adab di atas ilmu gais🔥,0
xchillo,yang waktu itu kasus tabrak itu dri ui atau mana sih?,0
luckyperson01_,huhuhu jujur aku juga pernah di hina secara fisik dari mahasiswa yang kuliah di fakultas hukum. walaupun buma dari UI tapi sakit bgtt asli😭,0
nonstop0410,baru aja fyp,0
sukacumiit,ini gais @aywhu @🐘 @naty,0
ririsimuppp3,HUKUM LOH?😔,0
nabilanosaa,mungkin penegak hukum ytta dulu jg kaya gitu ya ngobrolnya wkwk,0
cgrttsza,reall yg kuliah pun sma sj😂,0
diaalaluna,@ㅤ,0
choco___minto0oooo0,betul,0
woolahop,bahkan mereka kaya gitu ke dosen juga....,0
dshiiin,🥰🥰🥰,0
yuhuuuuuuuu118,miris…,0
thorzzs,[Sticker] fakultas hukum loh,0
24nec,tdk fantas,0
ehhh.vannn,hahahahahaha sekelas ui,0
panaseaaaa,"mahasiswa hukum, yang terjerat hukum",0
